icd9,phecode,phenotype
75566,755,Congenital anomalies of limbs
75566,755,Congenital anomalies of limbs
75567,755,Congenital anomalies of limbs
75567,755,Congenital anomalies of limbs
75569,755,Congenital anomalies of limbs
75569,755,Congenital anomalies of limbs
7560,749,Congenital anomalies of face and neck
7560,749,Congenital anomalies of face and neck
75610,754,Congenital musculoskeletal deformities of spine
75611,754,Congenital musculoskeletal deformities of spine
75611,754,Congenital musculoskeletal deformities of spine
75612,754,Congenital musculoskeletal deformities of spine
75612,754,Congenital musculoskeletal deformities of spine
75613,754,Congenital musculoskeletal deformities of spine
75614,754,Congenital musculoskeletal deformities of spine
75615,754,Congenital musculoskeletal deformities of spine
75616,754,Congenital musculoskeletal deformities of spine
75617,752,Nervous system congenital anomalies
75617,752,Nervous system congenital anomalies
75619,754,Congenital musculoskeletal deformities of spine
7563,756,Other congenital musculoskeletal anomalies
7563,756,Other congenital musculoskeletal anomalies
7564,756,Other congenital musculoskeletal anomalies
75651,756,Other congenital musculoskeletal anomalies
75651,756,Other congenital musculoskeletal anomalies
7566,756,Other congenital musculoskeletal anomalies
7566,756,Other congenital musculoskeletal anomalies
75671,756,Other congenital musculoskeletal anomalies
75671,756,Other congenital musculoskeletal anomalies
75679,756,Other congenital musculoskeletal anomalies
75679,756,Other congenital musculoskeletal anomalies
75683,756,Other congenital musculoskeletal anomalies
75683,756,Other congenital musculoskeletal anomalies
75689,756,Other congenital musculoskeletal anomalies
75689,756,Other congenital musculoskeletal anomalies
7569,756,Other congenital musculoskeletal anomalies
7570,757,Congenital anomalies of the integument
7571,691,Congenital anomalies of skin
7571,691,Congenital anomalies of skin
7572,691,Congenital anomalies of skin
75732,217,Vascular hamartomas and non-neoplastic nevi
75733,691,Congenital anomalies of skin
75733,691,Congenital anomalies of skin
75739,691,Congenital anomalies of skin
7575,757,Congenital anomalies of the integument
7576,612,"Breast conditions, congenital or relating to hormones"
7576,612,"Breast conditions, congenital or relating to hormones"
7580,758,Chromosomal anomalies and genetic disorders
7580,758,Chromosomal anomalies and genetic disorders
7581,758,Chromosomal anomalies and genetic disorders
7581,758,Chromosomal anomalies and genetic disorders
7582,758,Chromosomal anomalies and genetic disorders
7582,758,Chromosomal anomalies and genetic disorders
7583,758,Chromosomal anomalies and genetic disorders
7583,758,Chromosomal anomalies and genetic disorders
75839,758,Chromosomal anomalies and genetic disorders
75839,758,Chromosomal anomalies and genetic disorders
7585,758,Chromosomal anomalies and genetic disorders
7585,758,Chromosomal anomalies and genetic disorders
7586,758,Chromosomal anomalies and genetic disorders
7586,758,Chromosomal anomalies and genetic disorders
7587,758,Chromosomal anomalies and genetic disorders
7587,758,Chromosomal anomalies and genetic disorders
75881,758,Chromosomal anomalies and genetic disorders
75881,758,Chromosomal anomalies and genetic disorders
75889,758,Chromosomal anomalies and genetic disorders
75889,758,Chromosomal anomalies and genetic disorders
7589,758,Chromosomal anomalies and genetic disorders
7589,758,Chromosomal anomalies and genetic disorders
7590,759,Other and unspecified congenital anomalies
7592,759,Other and unspecified congenital anomalies
7592,759,Other and unspecified congenital anomalies
7593,759,Other and unspecified congenital anomalies
7595,759,Other and unspecified congenital anomalies
7596,759,Other and unspecified congenital anomalies
7597,759,Other and unspecified congenital anomalies
75981,758,Chromosomal anomalies and genetic disorders
75982,758,Chromosomal anomalies and genetic disorders
75983,758,Chromosomal anomalies and genetic disorders
75989,759,Other and unspecified congenital anomalies
7599,759,Other and unspecified congenital anomalies
7700,656,Other perinatal conditions of fetus or newborn
7702,656,Other perinatal conditions of fetus or newborn
7702,656,Other perinatal conditions of fetus or newborn
7702,656,Other perinatal conditions of fetus or newborn
7703,656,Other perinatal conditions of fetus or newborn
7703,656,Other perinatal conditions of fetus or newborn
7704,656,Other perinatal conditions of fetus or newborn
7704,656,Other perinatal conditions of fetus or newborn
7705,656,Other perinatal conditions of fetus or newborn
7705,656,Other perinatal conditions of fetus or newborn
7706,656,Other perinatal conditions of fetus or newborn
7706,656,Other perinatal conditions of fetus or newborn
7706,656,Other perinatal conditions of fetus or newborn
7707,656,Other perinatal conditions of fetus or newborn
7707,656,Other perinatal conditions of fetus or newborn
7708,656,Other perinatal conditions of fetus or newborn
7708,656,Other perinatal conditions of fetus or newborn
77081,656,Other perinatal conditions of fetus or newborn
77081,656,Other perinatal conditions of fetus or newborn
77081,656,Other perinatal conditions of fetus or newborn
77082,656,Other perinatal conditions of fetus or newborn
77082,656,Other perinatal conditions of fetus or newborn
77082,656,Other perinatal conditions of fetus or newborn
77083,656,Other perinatal conditions of fetus or newborn
77083,656,Other perinatal conditions of fetus or newborn
77084,656,Other perinatal conditions of fetus or newborn
77084,656,Other perinatal conditions of fetus or newborn
77087,656,Other perinatal conditions of fetus or newborn
77087,656,Other perinatal conditions of fetus or newborn
77089,656,Other perinatal conditions of fetus or newborn
77089,656,Other perinatal conditions of fetus or newborn
7709,656,Other perinatal conditions of fetus or newborn
7709,656,Other perinatal conditions of fetus or newborn
7711,657,Infections specific to the perinatal period
7712,657,Infections specific to the perinatal period
7714,657,Infections specific to the perinatal period
7716,657,Infections specific to the perinatal period
7717,657,Infections specific to the perinatal period
7718,657,Infections specific to the perinatal period
77181,657,Infections specific to the perinatal period
77182,657,Infections specific to the perinatal period
77183,657,Infections specific to the perinatal period
77189,657,Infections specific to the perinatal period
7720,656,Other perinatal conditions of fetus or newborn
7720,656,Other perinatal conditions of fetus or newborn
7721,656,Other perinatal conditions of fetus or newborn
7721,656,Other perinatal conditions of fetus or newborn
77210,656,Other perinatal conditions of fetus or newborn
77210,656,Other perinatal conditions of fetus or newborn
77211,656,Other perinatal conditions of fetus or newborn
77211,656,Other perinatal conditions of fetus or newborn
77212,656,Other perinatal conditions of fetus or newborn
77212,656,Other perinatal conditions of fetus or newborn
77213,656,Other perinatal conditions of fetus or newborn
77213,656,Other perinatal conditions of fetus or newborn
77214,656,Other perinatal conditions of fetus or newborn
77214,656,Other perinatal conditions of fetus or newborn
7722,656,Other perinatal conditions of fetus or newborn
7722,656,Other perinatal conditions of fetus or newborn
7723,656,Other perinatal conditions of fetus or newborn
7723,656,Other perinatal conditions of fetus or newborn
7724,656,Other perinatal conditions of fetus or newborn
7724,656,Other perinatal conditions of fetus or newborn
7726,656,Other perinatal conditions of fetus or newborn
7726,656,Other perinatal conditions of fetus or newborn
7728,656,Other perinatal conditions of fetus or newborn
7728,656,Other perinatal conditions of fetus or newborn
7730,656,Other perinatal conditions of fetus or newborn
7730,656,Other perinatal conditions of fetus or newborn
7731,656,Other perinatal conditions of fetus or newborn
7731,656,Other perinatal conditions of fetus or newborn
7732,656,Other perinatal conditions of fetus or newborn
7732,656,Other perinatal conditions of fetus or newborn
7741,656,Other perinatal conditions of fetus or newborn
7741,656,Other perinatal conditions of fetus or newborn
7742,656,Other perinatal conditions of fetus or newborn
7742,656,Other perinatal conditions of fetus or newborn
77430,656,Other perinatal conditions of fetus or newborn
77430,656,Other perinatal conditions of fetus or newborn
77431,656,Other perinatal conditions of fetus or newborn
77431,656,Other perinatal conditions of fetus or newborn
77439,656,Other perinatal conditions of fetus or newborn
77439,656,Other perinatal conditions of fetus or newborn
7744,656,Other perinatal conditions of fetus or newborn
7744,656,Other perinatal conditions of fetus or newborn
7746,656,Other perinatal conditions of fetus or newborn
7746,656,Other perinatal conditions of fetus or newborn
7750,656,Other perinatal conditions of fetus or newborn
7750,656,Other perinatal conditions of fetus or newborn
7751,656,Other perinatal conditions of fetus or newborn
7751,656,Other perinatal conditions of fetus or newborn
7753,656,Other perinatal conditions of fetus or newborn
7753,656,Other perinatal conditions of fetus or newborn
7754,656,Other perinatal conditions of fetus or newborn
7754,656,Other perinatal conditions of fetus or newborn
7755,656,Other perinatal conditions of fetus or newborn
7755,656,Other perinatal conditions of fetus or newborn
7756,656,Other perinatal conditions of fetus or newborn
7756,656,Other perinatal conditions of fetus or newborn
7757,656,Other perinatal conditions of fetus or newborn
7757,656,Other perinatal conditions of fetus or newborn
7758,656,Other perinatal conditions of fetus or newborn
7758,656,Other perinatal conditions of fetus or newborn
77581,656,Other perinatal conditions of fetus or newborn
77581,656,Other perinatal conditions of fetus or newborn
77589,656,Other perinatal conditions of fetus or newborn
77589,656,Other perinatal conditions of fetus or newborn
7759,656,Other perinatal conditions of fetus or newborn
7759,656,Other perinatal conditions of fetus or newborn
7760,656,Other perinatal conditions of fetus or newborn
7760,656,Other perinatal conditions of fetus or newborn
7761,656,Other perinatal conditions of fetus or newborn
7761,656,Other perinatal conditions of fetus or newborn
7762,656,Other perinatal conditions of fetus or newborn
7762,656,Other perinatal conditions of fetus or newborn
7763,656,Other perinatal conditions of fetus or newborn
7763,656,Other perinatal conditions of fetus or newborn
7764,656,Other perinatal conditions of fetus or newborn
7764,656,Other perinatal conditions of fetus or newborn
7765,656,Other perinatal conditions of fetus or newborn
7765,656,Other perinatal conditions of fetus or newborn
7766,656,Other perinatal conditions of fetus or newborn
7766,656,Other perinatal conditions of fetus or newborn
7767,656,Other perinatal conditions of fetus or newborn
7767,656,Other perinatal conditions of fetus or newborn
7768,656,Other perinatal conditions of fetus or newborn
7768,656,Other perinatal conditions of fetus or newborn
7771,656,Other perinatal conditions of fetus or newborn
7771,656,Other perinatal conditions of fetus or newborn
7773,656,Other perinatal conditions of fetus or newborn
7773,656,Other perinatal conditions of fetus or newborn
7774,656,Other perinatal conditions of fetus or newborn
7774,656,Other perinatal conditions of fetus or newborn
7775,656,Other perinatal conditions of fetus or newborn
7775,656,Other perinatal conditions of fetus or newborn
7776,656,Other perinatal conditions of fetus or newborn
7776,656,Other perinatal conditions of fetus or newborn
7778,656,Other perinatal conditions of fetus or newborn
7778,656,Other perinatal conditions of fetus or newborn
7779,656,Other perinatal conditions of fetus or newborn
7779,656,Other perinatal conditions of fetus or newborn
7780,656,Other perinatal conditions of fetus or newborn
7780,656,Other perinatal conditions of fetus or newborn
7782,656,Other perinatal conditions of fetus or newborn
7782,656,Other perinatal conditions of fetus or newborn
7783,656,Other perinatal conditions of fetus or newborn
7783,656,Other perinatal conditions of fetus or newborn
7784,656,Other perinatal conditions of fetus or newborn
7784,656,Other perinatal conditions of fetus or newborn
7785,656,Other perinatal conditions of fetus or newborn
7785,656,Other perinatal conditions of fetus or newborn
7786,656,Other perinatal conditions of fetus or newborn
7786,656,Other perinatal conditions of fetus or newborn
7788,656,Other perinatal conditions of fetus or newborn
7788,656,Other perinatal conditions of fetus or newborn
7789,656,Other perinatal conditions of fetus or newborn
7789,656,Other perinatal conditions of fetus or newborn
7790,656,Other perinatal conditions of fetus or newborn
7791,656,Other perinatal conditions of fetus or newborn
7792,656,Other perinatal conditions of fetus or newborn
7797,656,Other perinatal conditions of fetus or newborn
7798,656,Other perinatal conditions of fetus or newborn
77981,656,Other perinatal conditions of fetus or newborn
77981,656,Other perinatal conditions of fetus or newborn
77982,656,Other perinatal conditions of fetus or newborn
77982,656,Other perinatal conditions of fetus or newborn
77985,656,Other perinatal conditions of fetus or newborn
78001,348,Other conditions of brain
78002,292,Neurological disorders
78002,292,Neurological disorders
78003,348,Other conditions of brain
78009,291,Other specified nonpsychotic and/or transient mental disorders
78009,291,Other specified nonpsychotic and/or transient mental disorders
7801,292,Neurological disorders
7801,292,Neurological disorders
7802,788,Syncope and collapse
78031,345,"Epilepsy, recurrent seizures, convulsions"
78031,345,"Epilepsy, recurrent seizures, convulsions"
78033,345,"Epilepsy, recurrent seizures, convulsions"
78033,345,"Epilepsy, recurrent seizures, convulsions"
78039,345,"Epilepsy, recurrent seizures, convulsions"
78039,345,"Epilepsy, recurrent seizures, convulsions"
7804,386,Vertiginous syndromes and other disorders of vestibular system
78050,327,Sleep disorders
78051,327,Sleep disorders
78052,327,Sleep disorders
78052,327,Sleep disorders
78053,327,Sleep disorders
78054,327,Sleep disorders
78054,327,Sleep disorders
78055,327,Sleep disorders
78055,327,Sleep disorders
78057,327,Sleep disorders
78059,327,Sleep disorders
7806,783,Fever of unknown origin
78060,783,Fever of unknown origin
78061,783,Fever of unknown origin
78062,783,Fever of unknown origin
78062,783,Fever of unknown origin
78064,780,Hypothermia/Chills
78065,780,Hypothermia/Chills
78066,942,Infusion and transfusion reaction
78071,798,Malaise and fatigue
78071,798,Malaise and fatigue
78072,344,Other paralytic syndromes
78079,798,Malaise and fatigue
7808,705,Disorders of sweat glands
78093,292,Neurological disorders
78093,292,Neurological disorders
78097,292,Neurological disorders
78097,292,Neurological disorders
7810,350,Abnormal movement
7810,350,Abnormal movement
7811,350,Abnormal movement
7812,350,Abnormal movement
7812,350,Abnormal movement
7813,350,Abnormal movement
7813,350,Abnormal movement
7816,781,Symptoms involving nervous and musculoskeletal systems
7817,350,Abnormal movement
7817,350,Abnormal movement
7818,292,Neurological disorders
78194,772,Symptoms of the muscles
78199,781,Symptoms involving nervous and musculoskeletal systems
7820,687,Symptoms affecting skin
7821,687,Symptoms affecting skin
7823,782,Symptoms involving skin and other integumentary tissue
7824,573,Other disorders of liver
7825,513,Respiratory abnormalities
7825,513,Respiratory abnormalities
78261,782,Symptoms involving skin and other integumentary tissue
78262,782,Symptoms involving skin and other integumentary tissue
7827,287,Purpura and other hemorrhagic conditions
7828,687,Symptoms affecting skin
7828,687,Symptoms affecting skin
7830,260,Protein-calorie malnutrition
7831,278,"Overweight, obesity and other hyperalimentation"
7831,278,"Overweight, obesity and other hyperalimentation"
78340,264,Lack of normal physiological development
78340,264,Lack of normal physiological development
78341,264,Lack of normal physiological development
78341,264,Lack of normal physiological development
78343,264,Lack of normal physiological development
78343,264,Lack of normal physiological development
7835,276,"Disorders of fluid, electrolyte, and acid-base balance"
7836,260,Protein-calorie malnutrition
7837,260,Protein-calorie malnutrition
7837,260,Protein-calorie malnutrition
7841,478,Throat pain
7842,293,Symptoms involving head and neck
7843,292,Neurological disorders
7843,292,Neurological disorders
7843,292,Neurological disorders
78441,473,Diseases of the larynx and vocal cords
78441,473,Diseases of the larynx and vocal cords
78442,473,Diseases of the larynx and vocal cords
78442,473,Diseases of the larynx and vocal cords
78443,473,Diseases of the larynx and vocal cords
78443,473,Diseases of the larynx and vocal cords
78449,473,Diseases of the larynx and vocal cords
78449,473,Diseases of the larynx and vocal cords
7845,292,Neurological disorders
7845,292,Neurological disorders
78451,292,Neurological disorders
78451,292,Neurological disorders
78459,292,Neurological disorders
78459,292,Neurological disorders
78461,292,Neurological disorders
78461,292,Neurological disorders
78461,292,Neurological disorders
78469,292,Neurological disorders
78469,292,Neurological disorders
78469,292,Neurological disorders
7847,477,Epistaxis or throat hemorrhage
7848,477,Epistaxis or throat hemorrhage
78491,475,Chronic sinusitis
78491,475,Chronic sinusitis
78492,526,Diseases of the jaws
78499,293,Symptoms involving head and neck
7850,427,Cardiac dysrhythmias
7850,427,Cardiac dysrhythmias
7851,427,Cardiac dysrhythmias
7851,427,Cardiac dysrhythmias
7852,396,Abnormal heart sounds
7854,791,Gangrene
78550,797,Shock
78551,797,Shock
78551,797,Shock
78552,994,Sepsis and SIRS
78552,994,Sepsis and SIRS
78552,994,Sepsis and SIRS
78559,797,Shock
7856,289,Other diseases of blood and blood-forming organs
7859,429,Ill-defined descriptions and complications of heart disease
7859,429,Ill-defined descriptions and complications of heart disease
78600,513,Respiratory abnormalities
78601,513,Respiratory abnormalities
78601,513,Respiratory abnormalities
78602,513,Respiratory abnormalities
78602,513,Respiratory abnormalities
78602,513,Respiratory abnormalities
78603,513,Respiratory abnormalities
78603,513,Respiratory abnormalities
78603,513,Respiratory abnormalities
78604,513,Respiratory abnormalities
78604,513,Respiratory abnormalities
78604,513,Respiratory abnormalities
78605,512,Other symptoms of respiratory system
78605,512,Other symptoms of respiratory system
78606,513,Respiratory abnormalities
78606,513,Respiratory abnormalities
78607,512,Other symptoms of respiratory system
78607,512,Other symptoms of respiratory system
78609,512,Other symptoms of respiratory system
78609,512,Other symptoms of respiratory system
7861,479,Other upper respiratory disease
7862,512,Other symptoms of respiratory system
7862,512,Other symptoms of respiratory system
7863,516,Abnormal sputum
7863,516,Abnormal sputum
78630,516,Abnormal sputum
78630,516,Abnormal sputum
78639,516,Abnormal sputum
78639,516,Abnormal sputum
7864,516,Abnormal sputum
78650,418,Nonspecific chest pain
78651,418,Nonspecific chest pain
78652,512,Other symptoms of respiratory system
78652,512,Other symptoms of respiratory system
78659,418,Nonspecific chest pain
7866,519,"Other diseases of respiratory system, not elsewhere classified"
7866,519,"Other diseases of respiratory system, not elsewhere classified"
7868,513,Respiratory abnormalities
7868,513,Respiratory abnormalities
7869,519,"Other diseases of respiratory system, not elsewhere classified"
7869,519,"Other diseases of respiratory system, not elsewhere classified"
78701,789,Nausea and vomiting
78702,789,Nausea and vomiting
78703,789,Nausea and vomiting
78704,789,Nausea and vomiting
7871,530,Diseases of esophagus
7872,532,Dysphagia
78720,532,Dysphagia
78721,532,Dysphagia
78722,532,Dysphagia
78723,532,Dysphagia
78724,532,Dysphagia
78729,532,Dysphagia
7874,561,Symptoms involving digestive system
7876,561,Symptoms involving digestive system
78760,561,Symptoms involving digestive system
78799,561,Symptoms involving digestive system
7881,599,Other symptoms/disorders or the urinary system
7881,599,Other symptoms/disorders or the urinary system
78820,599,Other symptoms/disorders or the urinary system
78821,599,Other symptoms/disorders or the urinary system
78829,599,Other symptoms/disorders or the urinary system
78830,599,Other symptoms/disorders or the urinary system
78830,599,Other symptoms/disorders or the urinary system
78831,599,Other symptoms/disorders or the urinary system
78831,599,Other symptoms/disorders or the urinary system
78832,599,Other symptoms/disorders or the urinary system
78832,599,Other symptoms/disorders or the urinary system
78833,599,Other symptoms/disorders or the urinary system
78833,599,Other symptoms/disorders or the urinary system
78834,599,Other symptoms/disorders or the urinary system
78834,599,Other symptoms/disorders or the urinary system
78837,599,Other symptoms/disorders or the urinary system
78837,599,Other symptoms/disorders or the urinary system
78838,599,Other symptoms/disorders or the urinary system
78838,599,Other symptoms/disorders or the urinary system
78839,599,Other symptoms/disorders or the urinary system
78839,599,Other symptoms/disorders or the urinary system
78841,599,Other symptoms/disorders or the urinary system
78841,599,Other symptoms/disorders or the urinary system
78842,599,Other symptoms/disorders or the urinary system
78842,599,Other symptoms/disorders or the urinary system
78843,599,Other symptoms/disorders or the urinary system
78843,599,Other symptoms/disorders or the urinary system
7885,599,Other symptoms/disorders or the urinary system
7885,599,Other symptoms/disorders or the urinary system
78862,599,Other symptoms/disorders or the urinary system
78862,599,Other symptoms/disorders or the urinary system
78863,599,Other symptoms/disorders or the urinary system
78863,599,Other symptoms/disorders or the urinary system
78864,599,Other symptoms/disorders or the urinary system
78864,599,Other symptoms/disorders or the urinary system
78865,599,Other symptoms/disorders or the urinary system
78865,599,Other symptoms/disorders or the urinary system
78869,599,Other symptoms/disorders or the urinary system
78869,599,Other symptoms/disorders or the urinary system
7887,599,Other symptoms/disorders or the urinary system
7887,599,Other symptoms/disorders or the urinary system
7888,599,Other symptoms/disorders or the urinary system
7888,599,Other symptoms/disorders or the urinary system
78891,599,Other symptoms/disorders or the urinary system
78891,599,Other symptoms/disorders or the urinary system
78899,599,Other symptoms/disorders or the urinary system
78899,599,Other symptoms/disorders or the urinary system
78900,785,Abdominal pain
78901,785,Abdominal pain
78902,785,Abdominal pain
78903,785,Abdominal pain
78904,785,Abdominal pain
78905,785,Abdominal pain
78906,785,Abdominal pain
78907,785,Abdominal pain
78909,785,Abdominal pain
7891,573,Other disorders of liver
7892,579,Other symptoms involving abdomen and pelvis
7892,579,Other symptoms involving abdomen and pelvis
78930,579,Other symptoms involving abdomen and pelvis
78931,579,Other symptoms involving abdomen and pelvis
78932,579,Other symptoms involving abdomen and pelvis
78933,579,Other symptoms involving abdomen and pelvis
78934,579,Other symptoms involving abdomen and pelvis
78937,579,Other symptoms involving abdomen and pelvis
78939,579,Other symptoms involving abdomen and pelvis
78940,579,Other symptoms involving abdomen and pelvis
78947,579,Other symptoms involving abdomen and pelvis
7895,572,Ascites (non malignant)
78951,198,Secondary malignant neoplasm
78959,572,Ascites (non malignant)
78960,785,Abdominal pain
78961,785,Abdominal pain
79001,289,Other diseases of blood and blood-forming organs
79001,289,Other diseases of blood and blood-forming organs
79009,289,Other diseases of blood and blood-forming organs
79009,289,Other diseases of blood and blood-forming organs
7901,790,Nonspecific findings on examination of blood
7902,250,Diabetes mellitus
79021,250,Diabetes mellitus
79021,250,Diabetes mellitus
79022,250,Diabetes mellitus
79022,250,Diabetes mellitus
79029,250,Diabetes mellitus
79029,250,Diabetes mellitus
7904,573,Other disorders of liver
7905,573,Other disorders of liver
7906,790,Nonspecific findings on examination of blood
7907,038,Septicemia
7907,038,Septicemia
7908,079,Viral infection
7908,079,Viral infection
79092,286,Coagulation defects
79092,286,Coagulation defects
79093,796,Elevated prostate specific antigen [PSA]
79094,246,Other disorders of thyroid
79095,790,Nonspecific findings on examination of blood
79099,790,Nonspecific findings on examination of blood
7910,269,Proteinuria
7912,285,Other anemias
7913,598,Abnormal findings on examination of urine
7915,250,Diabetes mellitus
7915,250,Diabetes mellitus
7916,250,Diabetes mellitus
7916,250,Diabetes mellitus
7920,346,Abnormal findings on study of brain and/or nervous system
7921,579,Other symptoms involving abdomen and pelvis
7930,346,Abnormal findings on study of brain and/or nervous system
7931,514,Abnormal findings examination of lungs
79311,514,Abnormal findings examination of lungs
79319,514,Abnormal findings examination of lungs
7933,575,Other biliary tract disease
7933,575,Other biliary tract disease
7935,599,Other symptoms/disorders or the urinary system
79380,611,Abnormal findings on mammogram or breast exam
79380,611,Abnormal findings on mammogram or breast exam
79381,611,Abnormal findings on mammogram or breast exam
79381,611,Abnormal findings on mammogram or breast exam
79381,611,Abnormal findings on mammogram or breast exam
79389,611,Abnormal findings on mammogram or breast exam
79389,611,Abnormal findings on mammogram or breast exam
79400,346,Abnormal findings on study of brain and/or nervous system
79400,346,Abnormal findings on study of brain and/or nervous system
79401,346,Abnormal findings on study of brain and/or nervous system
79401,346,Abnormal findings on study of brain and/or nervous system
79402,346,Abnormal findings on study of brain and/or nervous system
79402,346,Abnormal findings on study of brain and/or nervous system
79409,346,Abnormal findings on study of brain and/or nervous system
79409,346,Abnormal findings on study of brain and/or nervous system
79415,389,Hearing loss
79415,389,Hearing loss
7942,514,Abnormal findings examination of lungs
79431,426,Cardiac conduction disorders
79431,426,Cardiac conduction disorders
79439,429,Ill-defined descriptions and complications of heart disease
79439,429,Ill-defined descriptions and complications of heart disease
7944,589,Abnormal results of function study of kidney
7945,246,Other disorders of thyroid
7946,259,Other endocrine disorders
7946,259,Other endocrine disorders
7947,277,Other disorders of metabolism
7948,573,Other disorders of liver
7949,794,"Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)"
79500,792,Abnormal Papanicolaou smear of cervix and cervical HPV
79509,792,Abnormal Papanicolaou smear of cervix and cervical HPV
79510,792,Abnormal Papanicolaou smear of cervix and cervical HPV
79579,279,Disorders involving the immune mechanism
79589,795,"Other and nonspecific abnormal cytological, histological and immunological findings"
7961,350,Abnormal movement
7961,350,Abnormal movement
7963,458,Hypotension
79671,153,Colorectal cancer
79671,153,Colorectal cancer
7991,509,"Respiratory failure, insufficiency, arrest"
7991,509,"Respiratory failure, insufficiency, arrest"
7994,260,Protein-calorie malnutrition
79953,292,Neurological disorders
79955,292,Neurological disorders
79959,292,Neurological disorders
80000,819,Skull and face fracture and other intercranial injury
80001,819,Skull and face fracture and other intercranial injury
80002,819,Skull and face fracture and other intercranial injury
80006,819,Skull and face fracture and other intercranial injury
80009,819,Skull and face fracture and other intercranial injury
80010,819,Skull and face fracture and other intercranial injury
80011,819,Skull and face fracture and other intercranial injury
80012,819,Skull and face fracture and other intercranial injury
80013,819,Skull and face fracture and other intercranial injury
80015,819,Skull and face fracture and other intercranial injury
80016,819,Skull and face fracture and other intercranial injury
80020,819,Skull and face fracture and other intercranial injury
80021,819,Skull and face fracture and other intercranial injury
80022,819,Skull and face fracture and other intercranial injury
80023,819,Skull and face fracture and other intercranial injury
80024,819,Skull and face fracture and other intercranial injury
80025,819,Skull and face fracture and other intercranial injury
80026,819,Skull and face fracture and other intercranial injury
80030,819,Skull and face fracture and other intercranial injury
80031,819,Skull and face fracture and other intercranial injury
80032,819,Skull and face fracture and other intercranial injury
80034,819,Skull and face fracture and other intercranial injury
80035,819,Skull and face fracture and other intercranial injury
80036,819,Skull and face fracture and other intercranial injury
80046,819,Skull and face fracture and other intercranial injury
80050,819,Skull and face fracture and other intercranial injury
80060,819,Skull and face fracture and other intercranial injury
80061,819,Skull and face fracture and other intercranial injury
80065,819,Skull and face fracture and other intercranial injury
80070,819,Skull and face fracture and other intercranial injury
80071,819,Skull and face fracture and other intercranial injury
80075,819,Skull and face fracture and other intercranial injury
80076,819,Skull and face fracture and other intercranial injury
80080,819,Skull and face fracture and other intercranial injury
80081,819,Skull and face fracture and other intercranial injury
80082,819,Skull and face fracture and other intercranial injury
80085,819,Skull and face fracture and other intercranial injury
80100,819,Skull and face fracture and other intercranial injury
80101,819,Skull and face fracture and other intercranial injury
80102,819,Skull and face fracture and other intercranial injury
80105,819,Skull and face fracture and other intercranial injury
80106,819,Skull and face fracture and other intercranial injury
80109,819,Skull and face fracture and other intercranial injury
80110,819,Skull and face fracture and other intercranial injury
80111,819,Skull and face fracture and other intercranial injury
80112,819,Skull and face fracture and other intercranial injury
80113,819,Skull and face fracture and other intercranial injury
80114,819,Skull and face fracture and other intercranial injury
80115,819,Skull and face fracture and other intercranial injury
80116,819,Skull and face fracture and other intercranial injury
80119,819,Skull and face fracture and other intercranial injury
80120,819,Skull and face fracture and other intercranial injury
80121,819,Skull and face fracture and other intercranial injury
80122,819,Skull and face fracture and other intercranial injury
80123,819,Skull and face fracture and other intercranial injury
80124,819,Skull and face fracture and other intercranial injury
80125,819,Skull and face fracture and other intercranial injury
80126,819,Skull and face fracture and other intercranial injury
80129,819,Skull and face fracture and other intercranial injury
80130,819,Skull and face fracture and other intercranial injury
80131,819,Skull and face fracture and other intercranial injury
80132,819,Skull and face fracture and other intercranial injury
80135,819,Skull and face fracture and other intercranial injury
80136,819,Skull and face fracture and other intercranial injury
80140,819,Skull and face fracture and other intercranial injury
80141,819,Skull and face fracture and other intercranial injury
80142,819,Skull and face fracture and other intercranial injury
80144,819,Skull and face fracture and other intercranial injury
80145,819,Skull and face fracture and other intercranial injury
80146,819,Skull and face fracture and other intercranial injury
80150,819,Skull and face fracture and other intercranial injury
80151,819,Skull and face fracture and other intercranial injury
80152,819,Skull and face fracture and other intercranial injury
80160,819,Skull and face fracture and other intercranial injury
80161,819,Skull and face fracture and other intercranial injury
80162,819,Skull and face fracture and other intercranial injury
80164,819,Skull and face fracture and other intercranial injury
80165,819,Skull and face fracture and other intercranial injury
80170,819,Skull and face fracture and other intercranial injury
80171,819,Skull and face fracture and other intercranial injury
80172,819,Skull and face fracture and other intercranial injury
80174,819,Skull and face fracture and other intercranial injury
80175,819,Skull and face fracture and other intercranial injury
80176,819,Skull and face fracture and other intercranial injury
80180,819,Skull and face fracture and other intercranial injury
80182,819,Skull and face fracture and other intercranial injury
80196,819,Skull and face fracture and other intercranial injury
8020,819,Skull and face fracture and other intercranial injury
8021,819,Skull and face fracture and other intercranial injury
80220,819,Skull and face fracture and other intercranial injury
80221,819,Skull and face fracture and other intercranial injury
80222,819,Skull and face fracture and other intercranial injury
80223,819,Skull and face fracture and other intercranial injury
80224,819,Skull and face fracture and other intercranial injury
80225,819,Skull and face fracture and other intercranial injury
80226,819,Skull and face fracture and other intercranial injury
80227,819,Skull and face fracture and other intercranial injury
80228,819,Skull and face fracture and other intercranial injury
80229,819,Skull and face fracture and other intercranial injury
80230,819,Skull and face fracture and other intercranial injury
80232,819,Skull and face fracture and other intercranial injury
80234,819,Skull and face fracture and other intercranial injury
80235,819,Skull and face fracture and other intercranial injury
